text,aspect,label,model_name
"Design and looks 5 star3 Camera 5 star4 Performance 5 starConsPrice is high,but it is really worthComparing to XR, iphone 11 have better battery and camera qualityREAD MORE",battery,Positive,iphone11
"Design and looks 5 star3 Camera 5 star4 Performance 5 starConsPrice is high,but it is really worthComparing to XR, iphone 11 have better battery and camera qualityREAD MORE",performance,Positive,iphone11
"Design and looks 5 star3 Camera 5 star4 Performance 5 starConsPrice is high,but it is really worthComparing to XR, iphone 11 have better battery and camera qualityREAD MORE",camera,Positive,iphone11
"Design and looks 5 star3 Camera 5 star4 Performance 5 starConsPrice is high,but it is really worthComparing to XR, iphone 11 have better battery and camera qualityREAD MORE",price,Positive,iphone11
"My phone is overheating while charging in its first week, I tried highlighting issue to the CRM but didnt get addressed.",overheating,Negative,iphone11
"Best ever, awsome camera and battery smooth os.",battery,Positive,iphone11
"Best ever, awsome camera and battery smooth os.",camera,Positive,iphone11
Awesome phone at this price.,price,Positive,iphone11
No lagging issues whatsoever Resolution is bit low but doesnt feels likeCamera is fantastic 12 MP front and 12 MP back with additional wide angle camera.,camera,Positive,iphone11
Osm camera wonderfullREAD MORE,camera,Positive,iphone11
the price is around 3035k.,price,Neutral,iphone11
Whenever i turned it on felt overheating.,overheating,Negative,iphone11
Camera was brilliant in day and night conditions2.,camera,Positive,iphone11
Performance was damn good3.,performance,Positive,iphone11
Battery performance good4.,battery,Positive,iphone11
Battery performance good4.,performance,Positive,iphone11
"The Camera of the iPhone 11 is just Amazing, Must Buy This PhoneREAD MORE",camera,Positive,iphone11
Battery back up is very very lowREAD MORE,battery,Negative,iphone11
Camera 1010Battery 710Display 810Performance 10105G is just a gamble and more expensive not everyone afford.,battery,Negative,iphone11
Camera 1010Battery 710Display 810Performance 10105G is just a gamble and more expensive not everyone afford.,performance,Negative,iphone11
Camera 1010Battery 710Display 810Performance 10105G is just a gamble and more expensive not everyone afford.,display,Negative,iphone11
Camera 1010Battery 710Display 810Performance 10105G is just a gamble and more expensive not everyone afford.,camera,Negative,iphone11
Amazing performance.,performance,Positive,iphone11
but when you connect in Charging that time Handset is overheatingREAD MORE,overheating,Neutral,iphone11
"Purple 128GB at 44999, amazing Smartphone, superb camera and battery performance also good.",battery,Positive,iphone11
"Purple 128GB at 44999, amazing Smartphone, superb camera and battery performance also good.",performance,Positive,iphone11
"Purple 128GB at 44999, amazing Smartphone, superb camera and battery performance also good.",camera,Positive,iphone11
Good clearity display and cameraREAD MORE,display,Positive,iphone11
Good clearity display and cameraREAD MORE,camera,Positive,iphone11
"After 7 months use, i can say as per first observation, i am facing so much issue with battery.",battery,Negative,iphone11
performance and quality is good.,performance,Positive,iphone11
But only one thing makes me very disappointed is the battery life.,battery,Neutral,iphone11
Its just 3 months of usage and the Battery life has reduced to 98.,battery,Negative,iphone11
But this i am not sure how long i can use with this battery life.,battery,Neutral,iphone11
Good battery backup.,battery,Positive,iphone11
Camera quality is really improved.,camera,Positive,iphone11
Battery life needs to be improved.,battery,Neutral,iphone11
It would be better if we can get super amoled screen in such high price point.,price,Neutral,iphone11
Worth the price.,price,Positive,iphone11
"Pros 1.Smooth transition, animations2.sound quality excellent3.",sound,Positive,iphone11
"Camera is very goodCons No charger included,Gesture are not good as android 11Heating in daylight too muchNotch is frustratingREAD MORE",camera,Neutral,iphone11
Camera quality is very good.,camera,Positive,iphone11
Battery backup is excellent.,battery,Positive,iphone11
Awesome product by Apple as usual the quality no doubt the quality is up to the mark no much for Apple till now this is my first purchase for iPhone device and I am 101 satisfied with the performance I love itREAD MORE,performance,Positive,iphone11
The camera and battery are too good.,battery,Negative,iphone11
The camera and battery are too good.,camera,Negative,iphone11
"Great performance, happy with itREAD MORE",performance,Positive,iphone11
The phone is a BEAST Fast smooth and a huge display Camera 55Display 45 Battery 55 One and half day Screen time 8 hrsPerformance 55ONLY DISAPPOINTMENT NO ADAPTOR,battery,Negative,iphone11
The phone is a BEAST Fast smooth and a huge display Camera 55Display 45 Battery 55 One and half day Screen time 8 hrsPerformance 55ONLY DISAPPOINTMENT NO ADAPTOR,performance,Negative,iphone11
The phone is a BEAST Fast smooth and a huge display Camera 55Display 45 Battery 55 One and half day Screen time 8 hrsPerformance 55ONLY DISAPPOINTMENT NO ADAPTOR,display,Negative,iphone11
The phone is a BEAST Fast smooth and a huge display Camera 55Display 45 Battery 55 One and half day Screen time 8 hrsPerformance 55ONLY DISAPPOINTMENT NO ADAPTOR,camera,Negative,iphone11
Phone camera is awesome battery performance is awesome but the issue is heating when i charge it and using camera it start getting heating very badlyREAD MORE,battery,Neutral,iphone11
Phone camera is awesome battery performance is awesome but the issue is heating when i charge it and using camera it start getting heating very badlyREAD MORE,performance,Neutral,iphone11
Phone camera is awesome battery performance is awesome but the issue is heating when i charge it and using camera it start getting heating very badlyREAD MORE,camera,Neutral,iphone11
Was a little worried about display before buying coz of its low resolution and lcd type but after using it in hand took away all of it.,display,Neutral,iphone11
It is a very high quality lcd display and the resolution is perfect you wouldnt notice any pixelated objects on screen.,display,Positive,iphone11
"Great Camera, nice display.",display,Positive,iphone11
"Great Camera, nice display.",camera,Positive,iphone11
Perfect iphone in this range i suggest dont go for iphone 11 pro or 12 because after few days 12s prices will drop and if u compair then 30k rs waste on 5 advance featuresREAD MORE,price,Positive,iphone11
"Awesome phone, performance no lags even if we keep 40 apps in open state.",performance,Positive,iphone11
Camera Top notch.,camera,Positive,iphone11
A decent smartphone with superb camera and extraordinary performance.,performance,Positive,iphone11
A decent smartphone with superb camera and extraordinary performance.,camera,Positive,iphone11
