product,review
iphone11,Please dont buy this phone   My personal review after using 5 months1)the screen suddenly freezes on opening third party apps(youtube) and  you cannot do anything. 2)Coming to whatsapp when opening  status the screen suddenly freezes and same you have to restart the mobile 3)  when you attende meetings in teams  after some time the screen starts blinks  very annoyingREAD MORE
iphone11,This I phone 11 totally amazing specially camera departmentREAD MORE
iphone11,Better than any android phone in the market. Great LCD display. 326 ppi is just a number. Very minor difference between 11 pro and 11.READ MORE
iphone11,Nice phone ☺️READ MORE
iphone11,Heating problemREAD MORE
iphone11,"In just less than a week, power button is not working intermittently.READ MORE"
iphone11,"Im using iphone for the first time and i loved it but its battery is soo bad, my bettry percentage got lowered to 99% after 1 month of normal useREAD MORE"
iphone11,Just awesomeREAD MORE
iphone11,Best quality smartphone all rounder can give the best battery and charge with your 20 w type C original apple charger for better performanceREAD MORE
iphone11,Phone is getting hang and top touch is not working properly.READ MORE
iphone11,Still better than iphone 12 and one plus 9 pro in many aspects.Value for money.READ MORE
iphone11,First time user of IPHONE Display: It’s good and sharp... touching rate is butter smoothSpeed: No lag at allBattery: goodCamera: awesome.... pics at low light conditions IOS: feel good factorInitially thought of one pulse..... but holding an IPhone is definitely an added valueREAD MORE
iphone11,Getting network issue while on call getting frequently disconnected & heated issue alsoGot products without changing cableREAD MORE
iphone11,My first iPhone loved it  -  10/10 Thanks to Apple & FlipkartREAD MORE
iphone11,Absolutely great device !!Am loving it and its value for money withh superb features and camera❤️👍Great battery lifeREAD MORE
iphone11,Very good phone  upgraded from iPhone 7 plusREAD MORE
iphone11,To much issue with callingREAD MORE
iphone11,Hanged on this screen since past 3 hours... i am surprised...READ MORE
iphone11,Gud camera and performance and Bettery is bestREAD MORE
iphone11,OkREAD MORE
iphone11,#Beast #iPhone_11 #Green_AppleREAD MORE
iphone11,"Awesome phone with extra ordinary features,Sound quality is superb.READ MORE"
iphone11,It has nice camera and specs and it is value for money for Apple loyal usersREAD MORE
iphone11,worst product.  very bad camera quality and screen... look is not attractive.READ MORE
iphone11,Charging Adaptor & Earpod not availableREAD MORE
iphone11,better than iphone xr and iphone 12.READ MORE
iphone11,Heating so much I buy this mob online from Flipkart but it's heating so much n battery is also getting drained quickly battery backup is not so goodREAD MORE
iphone11,Very good mobile but Nokia 3310 is little bit more very good 😂 my inglish is more goodREAD MORE
iphone11,"I am basically a Samsung S series user. As an app developer, I always wanted to buy an iPhone. Bought this iphone 11. This phone is just a piece of metal.  I don't like holding this cold piece of metal on my hand. With or without a back cover this phone is too bulky. Not sure which metal they used to build it, it feels heavy. My Samsung s9 is way better then this. Sorry iPhone, I can't use it daily. I'll use it occasionally, just to show off.READ MORE"
iphone11,Phone is heating up during charging also sometimes during normal browsing..just 5 days use till nowAwaiting revertREAD MORE
iphone11,Not so much different from iPhone XRREAD MORE
iphone11,Everything is okay with the phone except the battery.. But  i have a quary that the phone does not have 5g.what would happen after starting 5g in india?READ MORE
iphone11,superb and nice phone thanks for FlipkartREAD MORE
iphone11,Happy with : Face unlock : Battery performance : 4G NW performance UnHappy with: Camera compared to other phones : Siri mall function iOS issue : Display contrast! Not up to the Samsung : Performance okayWe don’t feel any difference if you come from iPhone 😂😂😂 Better don’t upgrade if you already having iPhone(trust me) not worth 😅READ MORE
iphone11,display 0 quality tuch work ni krriREAD MORE
iphone11,Go for it you are not looking for 5g.READ MORE
iphone11,Good productREAD MORE
iphone11,NiceREAD MORE
iphone11,Ammezing 😻READ MORE
iphone11,"It has got camera issues, charging issues, hotspot issues. Camera gets blurry on its own then comes back to normal without doing anything. Happens on repeat. Charger gets disconnected while charging. Personal hotspot is having connection issues. Not at all worth the price. Worst productREAD MORE"
iphone11,Network issue Camera is not up to the markSound quality is poorREAD MORE
iphone11,Plz don't buy this from this seller battery health is draining fastlyREAD MORE
iphone11,I have received camera damaged and a crack on itREAD MORE
iphone11,Battery % dropped to 97% within a month even though outmost care was taken for charging. The battery was never allowed to come below 30% and the charging was never above 98%. Charging only through original charging adapters. A combination of both fast and slow chargers used.READ MORE
iphone11,battery is very poor it doesn't even last longer for even 6hrREAD MORE
iphone11,Amazing 😀READ MORE
iphone11,Nothing to comments. After all its ApplesREAD MORE
iphone11,iphone is deadREAD MORE
iphone11,Worst Flipkart return policy for 1 day only!Disappointed with cameraREAD MORE
iphone11,One of the worst device i never used...its like a iron box ..full heat ..READ MORE
iphone11,camara result not good very bad resultsthis is korian fon i feel cheatREAD MORE
iphone11,Good phone but not handy. You will always need both of your hands to use the phone.READ MORE
iphone11,Mobile was not sealedREAD MORE
iphone11,I got this phone for 50000 for 64GB version. Camera is average not par with what we should get at this price range. Battery hardly last for a day. In addition you have to spend 2000 extra for a charger. I will strongly suggest to go for Samsung galaxy s series phoneREAD MORE
iphone11,"I brought this product for it brand value and camera, but i am very disappointed . The quality of camera is highly disappointing, photos are blur when we zoom them. I have use iphone 7 but the quality of camera and processor is very good.But the same i didnt got it in iphone 11.Its not worth for money if you are only looking for better camera.READ MORE"
iphone11,This is my first iOS phone.I'm so happy with this product and Camera quality is superb..I love this phone. THANKS FLIPKART.READ MORE
iphone11,Working smoothly while playing pubgAnd overall performance is excellent but display shuold have at least full HD resolution only thing to do compromise with But when compared to one Chinese brand’s mobile which have full hd + amoled display there was nothing big difference between both of themREAD MORE
iphone11,AwesomeREAD MORE
iphone11,I would suggest that this is not a gaming phone so if you are searching for a gaming phone then you should not go for thisREAD MORE
iphone11,ExcellentREAD MORE
iphone11,Battery easily drainedREAD MORE
iphone11,Brand is the brandREAD MORE
iphone11,"Fabulous Camera, Mind blowing battery life, Performance too good, I like this phone 👍READ MORE"
iphone11,GoodREAD MORE
iphone11,GoodREAD MORE
iphone11,Happy with shoppingREAD MORE
iphone11,Best phoneREAD MORE
iphone11,"With IOS 16, iphone 11's proximity sensor takes up to 10sec to detect changes. Hence, during call if you remove your phone away from ear, to put call on speaker or to cut the call or anything, Screen won't respond for whole 10 second. iphone 11 ships with IOS15 and i detected this issue from IOS16 upgrade.READ MORE"
iphone11,Best phone my lifeREAD MORE
iphone11,When its camera it will be the King. No option for pro modes.READ MORE
iphone11,Awesome phone....simply loved it❤️READ MORE
iphone11,Very goodREAD MORE
iphone11,Very good product but heating while chargingREAD MORE
iphone11,"A good phone for new iOS user, performance at its peek,a good to go smartphoneREAD MORE"
iphone11,"Really Happy with the Product, I thought to buy white color but purple looks awesome, value for money, Just GO for it. Thanks Flipkart, Alhumdullilah.READ MORE"
iphone11,Got it on BB days 😂! Worth itREAD MORE
iphone11,"iPhone 11 red color is one of my fav variant of iPhone ,rather than having iPhone 12,one can get iPhone 11 for a much lesser price .Performance of 11 and 12 is not very different and camera performs almost same except in night and low light modeIf one wants to buy an entrey level iPhone for the 1st time, he can go for itBut it has a lot of heating issueDuring software update or a little bit heavy usage of internate of scrolling and long time camera usage it heats up definitely..Maybe beca...READ MORE"
iphone11,Best Mobile ever...with a fine performance..Love it.READ MORE
iphone11,Just amazing ☺️READ MORE
iphone11,"Its good. Go for it. If someone say bad about also dont trust them. So, just go for it. U would'nt regred. Go buy it. I buy for myself also its good.READ MORE"
iphone11,Loved itREAD MORE
iphone11,"Value for money, best of best product in low cost...READ MORE"
iphone11,GoodREAD MORE
iphone11,Osm productREAD MORE
iphone11,Not a virgin phone 😅READ MORE
iphone11,Just started using the phone.READ MORE
iphone11,best ProductsREAD MORE
iphone11,So niceREAD MORE
iphone11,"Yes ,very very nice phone 😍😍😍READ MORE"
iphone11,Very very bad bad bad serviceREAD MORE
iphone11,Everything is good but Camera quality is not goodREAD MORE
iphone11,Nice phone very smart mobileREAD MORE
iphone11,Battery life - decentDisplay - fabulousProcessor - no words to say Camera- fabulousOverall all performance is amazing iPhone is worth for money and most amazing product...my dream buying iPhone is done ❣️READ MORE
iphone11,"Solution for heating problem: opt off True Tone option in display, and close recent apps during charging.. thank me later..If you dont mind 5G this is the best iPhone in the market. A13 bionic is still over powered. Camera is awesome with night mode. Only downside of the mobile is the Display as i was a Oneplus user with AMOLED display i find vast difference in display in a negative side since it is LCDREAD MORE"
iphone11,Price has decreasedREAD MORE
iphone11,Stunning 😍😍😍READ MORE
iphone11,Loved it ☺️READ MORE
iphone11,Awesome … don’t comparison with another brand. Awesome display quality Best camera both front & RearA speaker quality is awesome Only 1 cons price is too highREAD MORE
iphone11,"Happy With the product, Battery will drain bit fast.READ MORE"
iphone11,Camera super friendly phoneREAD MORE
iphone11,WorstREAD MORE
